Time,Body,Disp (x),Disp (y),Disp (z),Velo (x),Velo (y),Velo (z),Acce (x),Acce (y),Acce (z),L Total,L,E,Bound,Ecce
5.5e+06,Moon,-1.48759e+11,2.69441e+08,2.97576e+07,-1179.61,-30649.9,-62.5311,0.00780423,-0.00181231,-0.000162557,2.69286e+40,2.82687e+34,-3.84302e+28,1,0.112863
5.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.6e+06,Earth,-1.48494e+11,-3.00745e+09,4.97756e+06,158.193,-29982.2,1.43569,0.00598854,0.000137418,1.1651e-06,2.69286e+40,2.65919e+40,-2.65201e+33,1,0.0161534
5.6e+06,Moon,-1.48837e+11,-2.80354e+09,2.27742e+07,-381.692,-30798.9,-76.2942,0.00813059,-0.00116033,-0.000112031,2.69286e+40,2.8339e+34,-3.82592e+28,1,0.110601
5.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.7e+06,Earth,-1.48448e+11,-6.00479e+09,5.12586e+06,756.564,-29962.7,1.51934,0.00597876,0.000251656,5.0506e-07,2.69286e+40,2.65908e+40,-2.65224e+33,1,0.0162082
5.7e+06,Moon,-1.48834e+11,-5.8881e+09,1.46732e+07,441.936,-30880.7,-84.8329,0.00831915,-0.000471555,-5.85158e-05,2.69286e+40,2.83945e+34,-3.81199e+28,1,0.109432
5.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.8e+06,Earth,-1.48343e+11,-8.99962e+09,5.27921e+06,1353.91,-29931.9,1.53643,0.00596811,0.000365438,-1.61368e-07,2.69286e+40,2.65902e+40,-2.65235e+33,1,0.0162856
5.8e+06,Moon,-1.48748e+11,-8.97736e+09,5.98775e+06,1277.72,-30892.8,-87.9749,0.00837498,0.000227512,-4.47409e-06,2.69286e+40,2.84211e+34,-3.80395e+28,1,0.110497
5.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
5.9e+06,Earth,-1.48177e+11,-1.19908e+10,5.43095e+06,1950.15,-29889.7,1.48766,0.00595652,0.000478994,-8.08276e-07,2.69286e+40,2.65901e+40,-2.65235e+33,1,0.0163794
5.9e+06,Moon,-1.48579e+11,-1.20643e+10,-2.7435e+06,2112.75,-30835.5,-85.7754,0.0083053,0.000914089,4.79879e-05,2.69286e+40,2.84273e+34,-3.80331e+28,1,0.109281
6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6e+06,Earth,-1.47953e+11,-1.49772e+10,5.57465e+06,2545.18,-29836.1,1.3761,0.0059439,0.000592513,-1.4136e-06,2.69286e+40,2.65907e+40,-2.65223e+33,1,0.0164833
6e+06,Moon,-1.48326e+11,-1.51422e+10,-1.09974e+07,2934.88,-30711,-78.4849,0.0081188,0.00156869,9.7077e-05,2.69286e+40,2.84283e+34,-3.81011e+28,1,0.100544
6.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.1e+06,Earth,-1.47668e+11,-1.79576e+10,5.70425e+06,3138.9,-29771.1,1.20689,0.00593016,0.000706149,-1.95867e-06,2.69286e+40,2.65917e+40,-2.65201e+33,1,0.0165915
6.1e+06,Moon,-1.47993e+11,-1.82044e+10,-1.82845e+07,3732.89,-30523.3,-66.5186,0.00782467,0.00217474,0.000141276,2.69286e+40,2.84275e+34,-3.823e+28,1,0.0825608
6.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.2e+06,Earth,-1.47325e+11,-2.0931e+10,5.81433e+06,3731.17,-29694.8,0.986874,0.00591521,0.00082003,-2.42708e-06,2.69286e+40,2.65933e+40,-2.65169e+33,1,0.0166985
6.2e+06,Moon,-1.47581e+11,-2.1245e+10,-2.41637e+07,4496.47,-30278.1,-50.4331,0.00743139,0.00271763,0.000179251,2.69286e+40,2.8412e+34,-3.83948e+28,1,0.0601855
6.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.3e+06,Earth,-1.46922e+11,-2.38962e+10,5.90021e+06,4321.89,-29607.1,0.72453,0.00589897,0.00093429,-2.80244e-06,2.69286e+40,2.65953e+40,-2.65128e+33,1,0.016799
6.3e+06,Moon,-1.47095e+11,-2.42584e+10,-2.82566e+07,5216.06,-29982.4,-30.9166,0.00694585,0.00318274,0.00020967,2.69286e+40,2.83644e+34,-3.85636e+28,1,0.0508841
6.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.4e+06,Earth,-1.46461e+11,-2.68521e+10,5.95816e+06,4910.92,-29507.9,0.430102,0.0058814,0.00104909,-3.06512e-06,2.69286e+40,2.65977e+40,-2.6508e+33,1,0.0168881
6.4e+06,Moon,-1.46539e+11,-2.724e+10,-3.02602e+07,5882.7,-29644.7,-8.80097,0.00637367,0.00355258,0.000230936,2.69286e+40,2.82829e+34,-3.87025e+28,1,0.06887
6.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.5e+06,Earth,-1.4594e+11,-2.97974e+10,5.98558e+06,5498.12,-29397.2,0.116122,0.00586243,0.00116469,-3.18841e-06,2.69286e+40,2.66004e+40,-2.65026e+33,1,0.0169605
6.5e+06,Moon,-1.4592e+11,-3.01863e+10,-2.99638e+07,6488.06,-29275.8,14.8957,0.00572167,0.00380332,0.000240879,2.69286e+40,2.81916e+34,-3.87824e+28,1,0.0954677
6.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.6e+06,Earth,-1.45361e+11,-3.27311e+10,5.98125e+06,6083.35,-29274.9,-0.201732,0.00584192,0.00128142,-3.13582e-06,2.69286e+40,2.66033e+40,-2.64968e+33,1,0.0170108
6.6e+06,Moon,-1.45244e+11,-3.30946e+10,-2.72704e+07,7024.75,-28889.1,38.8996,0.00500365,0.00390213,0.00023653,2.69286e+40,2.81314e+34,-3.87847e+28,1,0.115258
6.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.7e+06,Earth,-1.44724e+11,-3.5652e+10,5.94576e+06,6666.44,-29140.9,-0.503665,0.00581951,0.00139977,-2.86241e-06,2.69286e+40,2.66062e+40,-2.64909e+33,1,0.0170335
6.7e+06,Moon,-1.44518e+11,-3.59641e+10,-2.22268e+07,7487.49,-28501.8,61.6022,0.00424992,0.00380802,0.000214235,2.69286e+40,2.81308e+34,-3.87074e+28,1,0.123671
6.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.8e+06,Earth,-1.44028e+11,-3.85589e+10,5.88186e+06,7247.17,-28994.9,-0.765355,0.00579451,0.00152017,-2.32528e-06,2.69286e+40,2.6609e+40,-2.64853e+33,1,0.0170232
6.8e+06,Moon,-1.43749e+11,-3.87956e+10,-1.5059e+07,7875.38,-28135.3,81.0265,0.00351924,0.00348053,0.000170505,2.69286e+40,2.81807e+34,-3.85682e+28,1,0.123898
6.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
6.9e+06,Earth,-1.43274e+11,-4.14506e+10,5.79495e+06,7825.22,-28836.8,-0.959238,0.00576577,0.00164281,-1.50776e-06,2.69286e+40,2.66115e+40,-2.64805e+33,1,0.016976
6.9e+06,Moon,-1.42945e+11,-4.15926e+10,-6.20551e+06,8195.16,-27814.2,94.9325,0.00290606,0.00290073,0.000103987,2.69286e+40,2.82412e+34,-3.84036e+28,1,0.12385
7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7e+06,Earth,-1.42463e+11,-4.43258e+10,5.69316e+06,8400.15,-28666.3,-1.05883,0.00573185,0.00176724,-4.53767e-07,2.69286e+40,2.66132e+40,-2.6477e+33,1,0.0168917
7e+06,Moon,-1.42112e+11,-4.43608e+10,3.67109e+06,8464.46,-27562.6,101.168,0.00252988,0.00210193,1.82487e-05,2.69286e+40,2.82828e+34,-3.82613e+28,1,0.126876
7.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.1e+06,Earth,-1.41594e+11,-4.71834e+10,5.58694e+06,8971.37,-28483.3,-1.04617,0.00569147,0.0018921,7.09246e-07,2.69286e+40,2.66141e+40,-2.64753e+33,1,0.0167761
7.1e+06,Moon,-1.41253e+11,-4.71081e+10,1.37221e+07,8712.6,-27397.7,98.2717,0.00249581,0.00119152,-7.63458e-05,2.69286e+40,2.8316e+34,-3.81858e+28,1,0.125422
7.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.2e+06,Earth,-1.40669e+11,-5.00221e+10,5.48775e+06,9538.21,-28287.9,-0.919588,0.00564424,0.0020153,1.79092e-06,2.69286e+40,2.6614e+40,-2.64758e+33,1,0.0166417
7.2e+06,Moon,-1.40369e+11,-4.98434e+10,2.30147e+07,8976.33,-27322.6,86.1105,0.00283885,0.000335183,-0.00016432,2.69286e+40,2.83626e+34,-3.82022e+28,1,0.109822
7.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.3e+06,Earth,-1.39687e+11,-5.28406e+10,5.40625e+06,10100,-28080.4,-0.696806,0.00559099,0.00213479,2.60804e-06,2.69286e+40,2.66128e+40,-2.64783e+33,1,0.0165057
7.3e+06,Moon,-1.39456e+11,-5.25751e+10,3.0682e+07,9290.89,-27323.4,66.1252,0.00349347,-0.000303381,-0.000230776,2.69286e+40,2.84047e+34,-3.8305e+28,1,0.0804164
7.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.4e+06,Earth,-1.38649e+11,-5.56378e+10,5.35052e+06,10656.3,-27861.1,-0.410282,0.00553345,0.00224934,3.05786e-06,2.69286e+40,2.66107e+40,-2.64824e+33,1,0.0163859
7.4e+06,Moon,-1.38508e+11,-5.53097e+10,3.60665e+07,9680.86,-27372.7,40.9557,0.00432063,-0.000628064,-0.000267362,2.69286e+40,2.83939e+34,-3.84604e+28,1,0.0565058
7.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.5e+06,Earth,-1.37556e+11,-5.84124e+10,5.32506e+06,11206.6,-27630.6,-0.0975454,0.00547349,0.00235884,3.13988e-06,2.69286e+40,2.66081e+40,-2.64878e+33,1,0.0162956
7.5e+06,Moon,-1.37517e+11,-5.80502e+10,3.88025e+07,10155.8,-27438.2,13.654,0.00517108,-0.000632121,-0.000274037,2.69286e+40,2.83145e+34,-3.862e+28,1,0.068165
7.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.6e+06,Earth,-1.36408e+11,-6.11635e+10,5.33075e+06,11750.9,-27389.5,0.207704,0.00541248,0.00246393,2.92302e-06,2.69286e+40,2.66051e+40,-2.64937e+33,1,0.0162421
7.6e+06,Moon,-1.36474e+11,-6.07968e+10,3.88184e+07,10712.2,-27490.3,-13.0392,0.00593548,-0.000371396,-0.000256404,2.69286e+40,2.82084e+34,-3.8738e+28,1,0.095227
7.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.7e+06,Earth,-1.35206e+11,-6.389e+10,5.36549e+06,12289.1,-27138,0.480085,0.00535115,0.00256551,2.49746e-06,2.69286e+40,2.66021e+40,-2.64997e+33,1,0.0162265
7.7e+06,Moon,-1.35372e+11,-6.3547e+10,3.62845e+07,11338.2,-27506.2,-37.0596,0.00655726,7.74406e-05,-0.000221797,2.69286e+40,2.81367e+34,-3.8784e+28,1,0.113724
7.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.8e+06,Earth,-1.3395e+11,-6.65908e+10,5.42511e+06,12821.1,-26876.4,0.702871,0.00528973,0.0026644,1.94284e-06,2.69286e+40,2.65992e+40,-2.65055e+33,1,0.0162458
7.8e+06,Moon,-1.34205e+11,-6.62964e+10,3.15416e+07,12018.4,-27470.8,-57.0466,0.00701968,0.000645421,-0.000176689,2.69286e+40,2.81294e+34,-3.87483e+28,1,0.119807
7.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
7.9e+06,Earth,-1.32642e+11,-6.9265e+10,5.50408e+06,13347,-26605.1,0.866264,0.0052282,0.00276118,1.31769e-06,2.69286e+40,2.65966e+40,-2.65107e+33,1,0.0162947
7.9e+06,Moon,-1.32967e+11,-6.90392e+10,2.50367e+07,12737,-27374.8,-72.2029,0.00732695,0.00128125,-0.000125841,2.69286e+40,2.81742e+34,-3.86412e+28,1,0.118072
8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8e+06,Earth,-1.31281e+11,-7.19115e+10,5.59621e+06,13866.8,-26324.3,0.965334,0.00516645,0.00285626,6.61809e-07,2.69286e+40,2.65943e+40,-2.65152e+33,1,0.0163668
8e+06,Moon,-1.31657e+11,-7.17692e+10,1.72757e+07,13479,-27213.4,-82.1272,0.00749042,0.00194983,-7.24889e-05,2.69286e+40,2.82404e+34,-3.84872e+28,1,0.115134
8.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.1e+06,Earth,-1.29869e+11,-7.45295e+10,5.69495e+06,14380.3,-26033.9,0.998459,0.00510437,0.00294989,2.69046e-09,2.69286e+40,2.65925e+40,-2.65187e+33,1,0.0164555
8.1e+06,Moon,-1.30271e+11,-7.44796e+10,8.79026e+06,14230.7,-26984.5,-86.6869,0.00752141,0.00262684,-1.88673e-05,2.69286e+40,2.83061e+34,-3.83188e+28,1,0.113998
8.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.2e+06,Earth,-1.28405e+11,-7.7118e+10,5.79373e+06,14887.6,-25734.3,0.966407,0.00504189,0.00304228,-6.38502e-07,2.69286e+40,2.65911e+40,-2.65213e+33,1,0.016554
8.2e+06,Moon,-1.28811e+11,-7.71638e+10,115226,14979.2,-26688.3,-85.9439,0.00742903,0.00329357,3.33034e-05,2.69286e+40,2.83683e+34,-3.81698e+28,1,0.111826
8.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.3e+06,Earth,-1.26891e+11,-7.96761e+10,5.88615e+06,15388.7,-25425.5,0.871922,0.00497894,0.00313358,-1.24293e-06,2.69286e+40,2.65903e+40,-2.65229e+33,1,0.016656
8.3e+06,Moon,-1.27276e+11,-7.98151e+10,-8.22901e+06,15712.6,-26326.7,-80.1206,0.00722049,0.00393335,8.2492e-05,2.69286e+40,2.8432e+34,-3.8069e+28,1,0.103363
8.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.4e+06,Earth,-1.25328e+11,-8.22028e+10,5.96618e+06,15883.4,-25107.6,0.719605,0.00491549,0.00322398,-1.79208e-06,2.69286e+40,2.659e+40,-2.65234e+33,1,0.0167554
8.4e+06,Moon,-1.25669e+11,-8.24271e+10,-1.57518e+07,16419.6,-25903,-69.5904,0.00690241,0.0045297,0.000127194,2.69286e+40,2.84933e+34,-3.80355e+28,1,0.0853847
8.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.5e+06,Earth,-1.23715e+11,-8.46973e+10,6.02835e+06,16371.7,-24780.7,0.515925,0.00485146,0.00331365,-2.26713e-06,2.69286e+40,2.65903e+40,-2.65227e+33,1,0.0168464
8.5e+06,Moon,-1.23993e+11,-8.49938e+10,-2.20075e+07,17089.6,-25422.7,-54.8782,0.00648202,0.00506571,0.000165879,2.69286e+40,2.85322e+34,-3.80756e+28,1,0.0594083
8.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.6e+06,Earth,-1.22054e+11,-8.71586e+10,6.06793e+06,16853.6,-24444.9,0.269247,0.0047868,0.00340277,-2.64888e-06,2.69286e+40,2.65912e+40,-2.6521e+33,1,0.0169238
8.6e+06,Moon,-1.22253e+11,-8.75099e+10,-2.66105e+07,17712.8,-24892.4,-36.6636,0.00596784,0.00552395,0.000196987,2.69286e+40,2.85225e+34,-3.81818e+28,1,0.0377389
8.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.7e+06,Earth,-1.20344e+11,-8.9586e+10,6.08111e+06,17329.1,-24100.2,-0.0101134,0.00472141,0.00349153,-2.91749e-06,2.69286e+40,2.65925e+40,-2.65181e+33,1,0.0169828
8.7e+06,Moon,-1.20452e+11,-8.99709e+10,-2.92512e+07,18280.4,-24321,-15.7843,0.00537015,0.00588616,0.000218906,2.69286e+40,2.84521e+34,-3.83338e+28,1,0.0489236
8.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.8e+06,Earth,-1.18588e+11,-9.19784e+10,6.06523e+06,17797.9,-23746.6,-0.309792,0.00465517,0.00358015,-3.05163e-06,2.69286e+40,2.65945e+40,-2.65143e+33,1,0.0170191
8.8e+06,Moon,-1.18599e+11,-9.23731e+10,-2.97118e+07,18784.4,-23719,6.75538,0.00470152,0.00613244,0.0002299,2.69286e+40,2.83376e+34,-3.85015e+28,1,0.0779542
8.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
8.9e+06,Earth,-1.16785e+11,-9.4335e+10,6.01896e+06,18260.1,-23384.1,-0.615164,0.00458791,0.00366888,-3.02721e-06,2.69286e+40,2.65968e+40,-2.65095e+33,1,0.0170289
8.9e+06,Moon,-1.16698e+11,-9.47141e+10,-2.78842e+07,19218.8,-23099.1,29.7671,0.00397864,0.00624001,0.00022801,2.69286e+40,2.82213e+34,-3.86499e+28,1,0.102078
9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9e+06,Earth,-1.14936e+11,-9.66549e+10,5.94258e+06,18715.4,-23012.8,-0.909027,0.00451937,0.00375802,-2.81686e-06,2.69286e+40,2.65996e+40,-2.65041e+33,1,0.0170093
9e+06,Moon,-1.14757e+11,-9.69929e+10,-2.3789e+07,19579.1,-22476.5,51.853,0.00322616,0.00618249,0.000211011,2.69286e+40,2.81469e+34,-3.87464e+28,1,0.114783
9.1e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.1e+06,Earth,-1.13042e+11,-9.89372e+10,5.8382e+06,19163.9,-22632.5,-1.17137,0.00444909,0.00384788,-2.39257e-06,2.69286e+40,2.66026e+40,-2.64981e+33,1,0.0169581
9.1e+06,Moon,-1.12785e+11,-9.92099e+10,-1.75984e+07,19864.2,-21869.1,71.3865,0.00248308,0.00593189,0.000176625,2.69286e+40,2.81313e+34,-3.87675e+28,1,0.117165
9.2e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.2e+06,Earth,-1.11104e+11,-1.01181e+11,5.7101e+06,19605.2,-22243.2,-1.37967,0.00437637,0.00393871,-1.7348e-06,2.69286e+40,2.66057e+40,-2.64919e+33,1,0.0168748
9.2e+06,Moon,-1.10787e+11,-1.01368e+11,-9.65768e+06,20077.9,-21297.4,86.5387,0.00181009,0.0054664,0.000123262,2.69286e+40,2.8157e+34,-3.87066e+28,1,0.116097
9.3e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.3e+06,Earth,-1.09121e+11,-1.03386e+11,5.56485e+06,20039,-21844.7,-1.51066,0.00430019,0.00403047,-8.51042e-07,2.69286e+40,2.66087e+40,-2.64861e+33,1,0.0167617
9.3e+06,Moon,-1.08771e+11,-1.03471e+11,-500112,20231.3,-20783.1,95.4158,0.00129282,0.00478685,5.15327e-05,2.69286e+40,2.81965e+34,-3.85783e+28,1,0.118285
9.4e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.4e+06,Earth,-1.07096e+11,-1.0555e+11,5.41123e+06,20465,-21437.1,-1.54415,0.00421937,0.00412256,1.99434e-07,2.69286e+40,2.66113e+40,-2.6481e+33,1,0.0166253
9.4e+06,Moon,-1.06742e+11,-1.05527e+11,9.16085e+06,20345,-20345.7,96.3792,0.0010313,0.00393967,-3.37466e-05,2.69286e+40,2.82456e+34,-3.84181e+28,1,0.121091
9.5e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.5e+06,Earth,-1.05029e+11,-1.07673e+11,5.25965e+06,20882.7,-21020.2,-1.46926,0.00413292,0.00421364,1.29023e-06,2.69286e+40,2.66132e+40,-2.64774e+33,1,0.016477
9.5e+06,Moon,-1.04702e+11,-1.07543e+11,1.8481e+07,20448.9,-19997.3,88.5438,0.00110745,0.00303279,-0.000122298,2.69286e+40,2.83204e+34,-3.82741e+28,1,0.114663
9.6e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.6e+06,Earth,-1.0292e+11,-1.09753e+11,5.12086e+06,21291.4,-20594.4,-1.2905,0.00404067,0.00430176,2.24628e-06,2.69286e+40,2.66142e+40,-2.64756e+33,1,0.016333
9.6e+06,Moon,-1.02651e+11,-1.09529e+11,2.65869e+07,20578.5,-19736.1,72.2776,0.00153881,0.00222194,-0.000199888,2.69286e+40,2.84128e+34,-3.81919e+28,1,0.0939819
9.7e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.7e+06,Earth,-1.00771e+11,-1.11791e+11,5.00429e+06,21690.7,-20160,-1.02996,0.00394357,0.00438503,2.90384e-06,2.69286e+40,2.66141e+40,-2.64759e+33,1,0.016211
9.7e+06,Moon,-1.00585e+11,-1.11493e+11,3.27141e+07,20766.2,-19544.6,49.3763,0.00225086,0.00165857,-0.000253204,2.69286e+40,2.84694e+34,-3.81978e+28,1,0.0687218
9.8e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.8e+06,Earth,-9.8582e+10,-1.13785e+11,4.91643e+06,22080,-19717.6,-0.722609,0.00384344,0.00446239,3.17745e-06,2.69286e+40,2.6613e+40,-2.64782e+33,1,0.0161262
9.8e+06,Moon,-9.84954e+10,-1.1344e+11,3.63355e+07,21033.3,-19393.2,22.6837,0.00309916,0.00142827,-0.000275297,2.69286e+40,2.84405e+34,-3.82887e+28,1,0.0661981
9.9e+06,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
9.9e+06,Earth,-9.6355e+10,-1.15735e+11,4.86004e+06,22459.3,-19267.7,-0.406809,0.00374221,0.00453387,3.08314e-06,2.69286e+40,2.66111e+40,-2.6482e+33,1,0.0160873
9.9e+06,Moon,-9.63751e+10,-1.15372e+11,3.72291e+07,21385.5,-19248,-4.67983,0.00392995,0.00152627,-0.000267469,2.69286e+40,2.83364e+34,-3.84349e+28,1,0.088772
1e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1e+07,Earth,-9.40905e+10,-1.17639e+11,4.83425e+06,22828.5,-18811,-0.115424,0.00364126,0.00460032,2.70676e-06,2.69286e+40,2.66086e+40,-2.6487e+33,1,0.0160956
1e+07,Moon,-9.42157e+10,-1.17289e+11,3.54672e+07,21815,-19079.3,-30.0421,0.0046333,0.00188253,-0.000236703,2.69286e+40,2.82179e+34,-3.85925e+28,1,0.110118
1.01e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.01e+07,Earth,-9.17896e+10,-1.19497e+11,4.83537e+06,23187.6,-18347.8,0.128598,0.00354126,0.00466282,2.15276e-06,2.69286e+40,2.66058e+40,-2.64925e+33,1,0.0161466
1.01e+07,Moon,-9.20101e+10,-1.19186e+11,3.13505e+07,22306.2,-18865.8,-51.5369,0.00515853,0.00240684,-0.000191489,2.69286e+40,2.81392e+34,-3.87183e+28,1,0.120112
1.02e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.02e+07,Earth,-8.94533e+10,-1.21308e+11,4.85794e+06,23536.7,-17878.5,0.3121,0.00344232,0.00472231,1.50874e-06,2.69286e+40,2.66028e+40,-2.64983e+33,1,0.0162324
1.02e+07,Moon,-8.9753e+10,-1.2106e+11,2.53251e+07,22840.6,-18594.9,-68.0936,0.0054998,0.00302143,-0.000138952,2.69286e+40,2.81137e+34,-3.87817e+28,1,0.120837
1.03e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.03e+07,Earth,-8.70826e+10,-1.23072e+11,4.89557e+06,23876.1,-17403.4,0.429296,0.00334428,0.00477944,8.34363e-07,2.69286e+40,2.66e+40,-2.65038e+33,1,0.016344
1.03e+07,Moon,-8.74411e+10,-1.22903e+11,1.79124e+07,23400.6,-18260.3,-79.2416,0.00567343,0.00367236,-8.39407e-05,2.69286e+40,2.8126e+34,-3.87692e+28,1,0.118565
1.04e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.04e+07,Earth,-8.46784e+10,-1.24788e+11,4.94155e+06,24205.6,-16922.7,0.479103,0.00324691,0.00483459,1.65401e-07,2.69286e+40,2.65974e+40,-2.6509e+33,1,0.0164727
1.04e+07,Moon,-8.50726e+10,-1.2471e+11,9.66026e+06,23970.4,-17860.2,-84.8922,0.00570096,0.00432681,-2.93656e-05,2.69286e+40,2.81604e+34,-3.86854e+28,1,0.117403
1.05e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.05e+07,Earth,-8.22418e+10,-1.26456e+11,4.9892e+06,24525.4,-16436.5,0.463194,0.00315003,0.00488799,-4.77255e-07,2.69286e+40,2.6595e+40,-2.65136e+33,1,0.0166101
1.05e+07,Moon,-8.26471e+10,-1.26473e+11,1.11288e+06,24536.5,-17395.4,-85.1811,0.00560054,0.00496553,2.30753e-05,2.69286e+40,2.82156e+34,-3.85487e+28,1,0.115801
1.06e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.06e+07,Earth,-7.97737e+10,-1.28076e+11,5.03211e+06,24835.6,-15945.1,0.384942,0.00305352,0.00493977,-1.07934e-06,2.69286e+40,2.6593e+40,-2.65174e+33,1,0.0167486
1.06e+07,Moon,-8.01658e+10,-1.28187e+11,-7.20623e+06,25086.7,-16868,-80.3818,0.00538447,0.00557555,7.2223e-05,2.69286e+40,2.82973e+34,-3.83874e+28,1,0.108813
1.07e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.07e+07,Earth,-7.7275e+10,-1.29645e+11,5.06427e+06,25136.1,-15448.6,0.249064,0.00295733,0.00499008,-1.62746e-06,2.69286e+40,2.65914e+40,-2.65204e+33,1,0.0168811
1.07e+07,Moon,-7.76307e+10,-1.29845e+11,-1.48065e+07,25609.8,-16281.6,-70.8776,0.00506015,0.00614485,0.000116988,2.69286e+40,2.84012e+34,-3.82332e+28,1,0.0925502
1.08e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.08e+07,Earth,-7.47468e+10,-1.31165e+11,5.08021e+06,25427.1,-14947.2,0.0617201,0.00286144,0.00503908,-2.10581e-06,2.69286e+40,2.65904e+40,-2.65224e+33,1,0.0170005
1.08e+07,Moon,-7.50451e+10,-1.31441e+11,-2.12414e+07,26095.2,-15640.8,-57.1687,0.0046326,0.00665925,0.000156086,2.69286e+40,2.85035e+34,-3.81163e+28,1,0.0668302
1.09e+07,Sun,0,0,0,0,0,0,0,0,0,2.69286e+40,0,0,0,1
1.09e+07,Earth,-7.21899e+10,-1.32635e+11,5.07516e+06,25708.4,-14440.8,-0.169177,0.00276581,0.00508695,-2.49512e-06,2.69286e+40,2.65899e+40,-2.65234e+33,1,0.0171003
1.09e+07,Moon,-7.24132e+10,-1.32971e+11,-2.61213e+07,26533,-14952.1,-39.8977,0.00410735,0.00710119,0.000187951,2.69286e+40,2.85678e+34,-3.80597e+28,1,0.038153
